locus tag	organism	pan locus tag	new symbol	type	symbol	synonym	product	essential	Gene ID	EC	TIGRFAM Meta Role	TIGRFAM Main Role	TIGRFAM Sub Role	TIGRFAM function	TIGRFAM	TIGRFAM HMM score	effector	interaction partners	PSORTb	LocateP	SignalP	transmembrane helices	protein GI	UniProt
SAOUHSC_00175	S. aureus NCTC8325	SAUPAN001064000	malK	CDS	SAOUHSC_00175		multiple sugar-binding transport ATP-binding protein	no	3919489		Metabolism	Transport and binding proteins	Amino acids, peptides and amines	putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein	TIGR03265	327.1			Cytoplasmic Membrane	Intracellular	no predicted signal peptide	0	88193985	Q2G1F0
SAOUHSC_01602	S. aureus NCTC8325	SAUPAN004044000	malR	CDS	SAOUHSC_01602		maltose operon transcriptional repressor	no	3920018		Signal transduction	Regulatory functions	DNA interactions	catabolite control protein A	TIGR01481	117.9			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195313	Q2FY63
SAOUHSC_02385	S. aureus NCTC8325	SAUPAN005440000	manA	CDS	SAOUHSC_02385		mannose-6-phosphate isomerase	no	3919428	5.3.1.8	Metabolism	Energy metabolism	Sugars	mannose-6-phosphate isomerase, class I	TIGR00218	177.5			Cytoplasmic	Intracellular	no predicted signal peptide	0	88196048	Q2FWB3
SAOUHSC_02975	S. aureus NCTC8325	SAUPAN006372000	manP	CDS	SAOUHSC_02975		PTS system fructose-specific transporter subunit IIABC	no	3921459					PTS system, Fru family, IIC component	TIGR01427	311.9			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	8	88196596	Q2FUX0
SAOUHSC_02102	S. aureus NCTC8325	SAUPAN004903000	map	CDS	SAOUHSC_02102		methionine aminopeptidase	yes	3921174	3.4.11.18	Genetic information processing	Protein fate	Protein modification and repair	methionine aminopeptidase, type I	TIGR00500	282.6		"SAOUHSC_00520; SAOUHSC_00529; SAOUHSC_00530; SAOUHSC_00795; SAOUHSC_00799; SAOUHSC_01041; SAOUHSC_01043; SAOUHSC_01211; SAOUHSC_01418; SAOUHSC_01683; SAOUHSC_01801; SAOUHSC_01806; SAOUHSC_01819; SAOUHSC_02477; SAOUHSC_02494; SAOUHSC_02496; SAOUHSC_02503"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88195784	Q2FX05
SAOUHSC_02160	S. aureus NCTC8325	SAUPAN005008000	map_2	CDS	SAOUHSC_02160		hypothetical protein	no	3921856										Cytoplasmic Membrane	Intracellular	no predicted signal peptide	0	88195839	Q2FWW2
SAOUHSC_02304	S. aureus NCTC8325	SAUPAN005340000	mazE	CDS	SAOUHSC_02304		hypothetical protein	no	3919175										Extracellular	Intracellular	no predicted signal peptide	0	88195970	Q2FWI7
SAOUHSC_02303	S. aureus NCTC8325	SAUPAN005339000	mazF	CDS	SAOUHSC_02303		hypothetical protein	no	3919174	3.1.-.-		Unknown function	Enzymes of unknown specificity	B12-binding domain/radical SAM domain protein, MJ_1487 family	TIGR04013	11.1			no significant prediction	Intracellular	no predicted signal peptide	0	88195969	Q2FWI8
SAOUHSC_00421	S. aureus NCTC8325	SAUPAN002174000	mccA	CDS	SAOUHSC_00421		hypothetical protein	no	3920578		Metabolism	Amino acid biosynthesis	Serine family	cysteine synthase	TIGR01136	271.8		SAOUHSC_01265	Cytoplasmic	Intracellular	no predicted signal peptide	0	88194214	Q2G0V4
SAOUHSC_00422	S. aureus NCTC8325	SAUPAN002175000	mccB	CDS	SAOUHSC_00422		trans-sulfuration enzyme family protein	no	3920579					cystathionine beta-lyase	TIGR01329	398.3			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194215	Q2G0V3
SAOUHSC_00503	S. aureus NCTC8325	SAUPAN002288000	mcsA	CDS	SAOUHSC_00503		UvrB/UvrC motif-containing protein	no	3920415		Genetic information processing	DNA metabolism	DNA replication, recombination, and repair	excinuclease ABC subunit B	TIGR00631	14.8			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194284	Q2G0P7
SAOUHSC_00504	S. aureus NCTC8325	SAUPAN002289000	mcsB	CDS	SAOUHSC_00504		ATP:guanido phosphotransferase	no	3920416	2.7.14.1									Cytoplasmic	Intracellular	no predicted signal peptide	0	88194285	Q2G0P6
SAOUHSC_02700	S. aureus NCTC8325	SAUPAN005949000	mdeA	CDS	SAOUHSC_02700		hypothetical protein	no	3919719		"Cellular processes; Metabolism"	"Cellular processes; Transport and binding proteins"	"Toxin production and resistance; Other"	drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family	TIGR00711	328.5			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	13	88196340	Q2FVL1
SAOUHSC_00337	S. aureus NCTC8325	SAUPAN001899000	mdh	CDS	SAOUHSC_00337		hypothetical protein	no	3919602		Metabolism	Energy metabolism	Amino acids and amines	arylformamidase	TIGR03035	23.7			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194137	Q2G123
SAOUHSC_00980	S. aureus NCTC8325	SAUPAN003242000	menA	CDS	SAOUHSC_00980		1,4-dihydroxy-2-naphthoate octaprenyltransferase	yes	3920125	2.5.1.74	Metabolism	Biosynthesis of cofactors, prosthetic groups, and carriers	Menaquinone and ubiquinone	1,4-dihydroxy-2-naphthoate octaprenyltransferase	TIGR00751	99.2			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	9	88194737	Q2FZM0
SAOUHSC_00985	S. aureus NCTC8325	SAUPAN003248000	menB	CDS	SAOUHSC_00985		1,4-dihydroxy-2-naphthoyl-CoA synthase	no	3920130	4.1.3.36	Metabolism	Biosynthesis of cofactors, prosthetic groups, and carriers	Menaquinone and ubiquinone	naphthoate synthase	TIGR01929	424.3			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194742	Q2FZL5
SAOUHSC_01915	S. aureus NCTC8325	SAUPAN004510000	menC	CDS	SAOUHSC_01915		hypothetical protein	no	3921057	4.2.1.113	Metabolism	Biosynthesis of cofactors, prosthetic groups, and carriers	Menaquinone and ubiquinone	o-succinylbenzoate synthase	TIGR01928	443.2			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195610	Q2G2V2
SAOUHSC_00983	S. aureus NCTC8325	SAUPAN003246000	menD	CDS	SAOUHSC_00983		2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylic acid synthase/2-oxoglutarate decarboxylase	no	3920128	"2.2.1.9; 4.1.1.71"	Metabolism	Biosynthesis of cofactors, prosthetic groups, and carriers	Menaquinone and ubiquinone	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase	TIGR00173	428.2			no significant prediction	Intracellular	no predicted signal peptide	0	88194740	Q2FZL7
SAOUHSC_01916	S. aureus NCTC8325	SAUPAN004511000	menE	CDS	SAOUHSC_01916		2-succinylbenzoate-CoA ligase	no	3921058	6.2.1.26	Metabolism	Biosynthesis of cofactors, prosthetic groups, and carriers	Menaquinone and ubiquinone	O-succinylbenzoate-CoA ligase	TIGR01923	663.8			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195611	Q2G2V3
SAOUHSC_00982	S. aureus NCTC8325	SAUPAN003244000	menF	CDS	SAOUHSC_00982		hypothetical protein	no	3920127		Metabolism	Biosynthesis of cofactors, prosthetic groups, and carriers	Menaquinone and ubiquinone	isochorismate synthase	TIGR00543	411.7			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194739	Q2FZL8
SAOUHSC_00984	S. aureus NCTC8325	SAUPAN003247000	menH	CDS	SAOUHSC_00984		2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase	no	3920129	4.2.99.20	Metabolism	Biosynthesis of cofactors, prosthetic groups, and carriers	Menaquinone and ubiquinone	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	TIGR03695	300.5			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194741	Q2FZL6
SAOUHSC_00315	S. aureus NCTC8325	SAUPAN001869000	mepA	CDS	SAOUHSC_00315		hypothetical protein	no	3919542		Metabolism	Transport and binding proteins	Other	MATE efflux family protein	TIGR00797	193			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	12	88194116	Q2G140
SAOUHSC_00316	S. aureus NCTC8325	SAUPAN001870000	mepB	CDS	SAOUHSC_00316		hypothetical protein	no	3919543										no significant prediction	Intracellular	no predicted signal peptide	0	88194117	Q2G139
SAOUHSC_00314	S. aureus NCTC8325	SAUPAN001868000	mepR	CDS	SAOUHSC_00314		hypothetical protein	no	3919541					homoprotocatechuate degradation operon regulator, HpaR	TIGR02337	40.9			no significant prediction	Intracellular	no predicted signal peptide	0	88194115	Q2G141
SAOUHSC_00340	S. aureus NCTC8325	SAUPAN001902000	metC	CDS	SAOUHSC_00340		trans-sulfuration enzyme family protein	no	3921814					cystathionine beta-lyase	TIGR01329	356		"SAOUHSC_00187; SAOUHSC_00520; SAOUHSC_00530; SAOUHSC_00679; SAOUHSC_01040; SAOUHSC_01042; SAOUHSC_01043; SAOUHSC_01757"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88194140	Q2G120
SAOUHSC_00338	S. aureus NCTC8325	SAUPAN001900000	metE	CDS	SAOUHSC_00338		5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase	no	3921812	2.1.1.14	Metabolism	Amino acid biosynthesis	Aspartate family	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	TIGR01371	1093.7			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194138	Q2G122
SAOUHSC_00339	S. aureus NCTC8325	SAUPAN001901000	metF	CDS	SAOUHSC_00339		bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase	no	3921813	2.1.1.10	Metabolism	Amino acid biosynthesis	Aspartate family	methionine synthase	TIGR02082	154.8			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194139	Q2G121
SAOUHSC_00341	S. aureus NCTC8325	SAUPAN001903000	metI	CDS	SAOUHSC_00341		hypothetical protein	no	3921815		Metabolism	Amino acid biosynthesis	Aspartate family	O-succinylhomoserine (thiol)-lyase	TIGR02080	312.8		"SAOUHSC_00187; SAOUHSC_00521; SAOUHSC_00530; SAOUHSC_00799; SAOUHSC_01040; SAOUHSC_01041; SAOUHSC_01042; SAOUHSC_01234; SAOUHSC_01683; SAOUHSC_01757; SAOUHSC_01784; SAOUHSC_01806; SAOUHSC_02477; SAOUHSC_02496"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88194141	Q2G119
SAOUHSC_01909	S. aureus NCTC8325	SAUPAN004501000	metK	CDS	SAOUHSC_01909		S-adenosylmethionine synthetase	yes	3921051	2.5.1.6	Metabolism	Central intermediary metabolism	Other	methionine adenosyltransferase	TIGR01034	621.4		"SAOUHSC_01819; SAOUHSC_02494"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88195604	Q2G1W4
SAOUHSC_00842	S. aureus NCTC8325	SAUPAN002838000	metN1	CDS	SAOUHSC_00842		ABC transporter ATP-binding protein	no	3918954	3.6.3.-				D-methionine ABC transporter, ATP-binding protein	TIGR02314	358.4			Cytoplasmic Membrane	Intracellular	no predicted signal peptide	0	88194600	Q2FZZ2
SAOUHSC_00423	S. aureus NCTC8325	SAUPAN002176000	metN2	CDS	SAOUHSC_00423		hypothetical protein	no	3919097	3.6.3.-				D-methionine ABC transporter, ATP-binding protein	TIGR02314	375.9		"SAOUHSC_00002; SAOUHSC_00529; SAOUHSC_00530; SAOUHSC_00878; SAOUHSC_00906; SAOUHSC_01042; SAOUHSC_01170; SAOUHSC_01232; SAOUHSC_01623; SAOUHSC_01682; SAOUHSC_01794; SAOUHSC_01801; SAOUHSC_01806; SAOUHSC_01819; SAOUHSC_01909; SAOUHSC_02116; SAOUHSC_02117; SAOUHSC_02399; SAOUHSC_02494; SAOUHSC_02500; SAOUHSC_02506; SAOUHSC_02860"	Cytoplasmic Membrane	Intracellular	no predicted signal peptide	0	88194216	Q2G0V2
SAOUHSC_00843	S. aureus NCTC8325	SAUPAN002839000	metP1	CDS	SAOUHSC_00843		hypothetical protein	no	3918955		Metabolism	Transport and binding proteins	Anions	phosphonate ABC transporter, permease protein PhnE	TIGR01097	86.7			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	5	88194601	Q2FZZ1
SAOUHSC_00424	S. aureus NCTC8325	SAUPAN002177000	metP2	CDS	SAOUHSC_00424		ABC transporter permease	no	3919098		Metabolism	Transport and binding proteins	Anions	phosphonate ABC transporter, permease protein PhnE	TIGR01097	73.4			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	5	88194217	Q2G0V1
SAOUHSC_00844	S. aureus NCTC8325	SAUPAN002840000	metQ1	CDS	SAOUHSC_00844		hypothetical protein	no	3918956		Cell structure	Cell envelope	Other	lipoprotein, YaeC family	TIGR00363	167			Cytoplasmic Membrane	Lipid anchored	signal peptide predicted	0	88194602	Q2FZZ0
SAOUHSC_00426	S. aureus NCTC8325	SAUPAN002178000	metQ2	CDS	SAOUHSC_00426		ABC transporter substrate-binding protein	no	3919099		Cell structure	Cell envelope	Other	lipoprotein, YaeC family	TIGR00363	196.6			Cytoplasmic Membrane	Lipid anchored	signal peptide predicted	0	88194218	Q2G0V0
SAOUHSC_00461	S. aureus NCTC8325	SAUPAN002227000	metS	CDS	SAOUHSC_00461		methionyl-tRNA synthetase	yes	3920321	6.1.1.10	Genetic information processing	Protein synthesis	tRNA aminoacylation	methionine--tRNA ligase	TIGR00398	564.6		"SAOUHSC_00009; SAOUHSC_00017; SAOUHSC_00187; SAOUHSC_00206; SAOUHSC_00336; SAOUHSC_00348; SAOUHSC_00350; SAOUHSC_00365; SAOUHSC_00374; SAOUHSC_00426; SAOUHSC_00444; SAOUHSC_00472; SAOUHSC_00474; SAOUHSC_00488; SAOUHSC_00499; SAOUHSC_00518; SAOUHSC_00519; SAOUHSC_00520; SAOUHSC_00525; SAOUHSC_00528; SAOUHSC_00529; SAOUHSC_00530; SAOUHSC_00574; SAOUHSC_00634; SAOUHSC_00795; SAOUHSC_00796; SAOUHSC_00797; SAOUHSC_00798; SAOUHSC_00799; SAOUHSC_00878; SAOUHSC_00895; SAOUHSC_00900; SAOUHSC_00906; SAOUHSC_00937; SAOUHSC_01040; SAOUHSC_01043; SAOUHSC_01100; SAOUHSC_01150; SAOUHSC_01208; SAOUHSC_01211; SAOUHSC_01216; SAOUHSC_01218; SAOUHSC_01232; SAOUHSC_01234; SAOUHSC_01250; SAOUHSC_01287; SAOUHSC_01337; SAOUHSC_01347; SAOUHSC_01416; SAOUHSC_01418; SAOUHSC_01430; SAOUHSC_01485; SAOUHSC_01490; SAOUHSC_01493; SAOUHSC_01605; SAOUHSC_01653; SAOUHSC_01683; SAOUHSC_01689; SAOUHSC_01779; SAOUHSC_01794; SAOUHSC_01801; SAOUHSC_01806; SAOUHSC_01807; SAOUHSC_01814; SAOUHSC_01820; SAOUHSC_01829; SAOUHSC_01845; SAOUHSC_01901; SAOU"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88194248	Q2G1R9
SAOUHSC_00013	S. aureus NCTC8325	SAUPAN000021000	metX	CDS	SAOUHSC_00013		hypothetical protein	no	3919185		Metabolism	Amino acid biosynthesis	Aspartate family	homoserine O-acetyltransferase	TIGR01392	202			Cytoplasmic	Intracellular	no predicted signal peptide	0	88193835	Q2G2T4
SAOUHSC_00477	S. aureus NCTC8325	SAUPAN002244000	mfd	CDS	SAOUHSC_00477		transcription-repair coupling factor	no	3920336	3.6.4.-	Genetic information processing	DNA metabolism	DNA replication, recombination, and repair	transcription-repair coupling factor	TIGR00580	1127.5			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194263	Q2G0R8
SAOUHSC_00694	S. aureus NCTC8325	SAUPAN002570000	mgrA	CDS	SAOUHSC_00694		hypothetical protein	no	3920998					mobile rSAM pair MarR family regulator	TIGR04472	54.1		"SAOUHSC_00196; SAOUHSC_01416; SAOUHSC_01757"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88194459	Q2G0B1
SAOUHSC_00945	S. aureus NCTC8325	SAUPAN003180000	mgtE	CDS	SAOUHSC_00945		magnesium transporter	no	3920774		Metabolism	Transport and binding proteins	Cations and iron carrying compounds	magnesium transporter	TIGR00400	405.1			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	5	88194702	Q2FZQ5
SAOUHSC_01280	S. aureus NCTC8325	SAUPAN003618000	miaA	CDS	miaA		tRNA delta(2)-isopentenylpyrophosphate transferase	no	3919932	2.5.1.75	Genetic information processing	Protein synthesis	tRNA and rRNA base modification	tRNA dimethylallyltransferase	TIGR00174	324.5		"SAOUHSC_00284; SAOUHSC_00348; SAOUHSC_00513; SAOUHSC_00518; SAOUHSC_00519; SAOUHSC_00520; SAOUHSC_00521; SAOUHSC_00527; SAOUHSC_00528; SAOUHSC_00530; SAOUHSC_00690; SAOUHSC_00717; SAOUHSC_00878; SAOUHSC_00994; SAOUHSC_01040; SAOUHSC_01041; SAOUHSC_01042; SAOUHSC_01043; SAOUHSC_01150; SAOUHSC_01191; SAOUHSC_01211; SAOUHSC_01235; SAOUHSC_01246; SAOUHSC_01250; SAOUHSC_01252; SAOUHSC_01280; SAOUHSC_01391; SAOUHSC_01418; SAOUHSC_01490; SAOUHSC_01587; SAOUHSC_01659; SAOUHSC_01698; SAOUHSC_01755; SAOUHSC_01757; SAOUHSC_01784; SAOUHSC_01785; SAOUHSC_01786; SAOUHSC_01794; SAOUHSC_01801; SAOUHSC_01806; SAOUHSC_01814; SAOUHSC_01829; SAOUHSC_01854; SAOUHSC_01855; SAOUHSC_02341; SAOUHSC_02361; SAOUHSC_02477; SAOUHSC_02486; SAOUHSC_02487; SAOUHSC_02492; SAOUHSC_02494; SAOUHSC_02495; SAOUHSC_02496; SAOUHSC_02500; SAOUHSC_02501; SAOUHSC_02502; SAOUHSC_02503; SAOUHSC_02504; SAOUHSC_02506; SAOUHSC_02507; SAOUHSC_02509; SAOUHSC_02510; SAOUHSC_02511; SAOUHSC_02512; SAOUHSC_02527"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88195012	Q2FYZ2
SAOUHSC_01269	S. aureus NCTC8325	SAUPAN003596000	miaB	CDS	SAOUHSC_01269		(dimethylallyl)adenosine tRNA methylthiotransferase	no	3919922	2.8.4.3	Genetic information processing	Protein synthesis	tRNA and rRNA base modification	tRNA-i(6)A37 thiotransferase enzyme MiaB	TIGR01574	630.8		SAOUHSC_00530	Cytoplasmic	Intracellular	no predicted signal peptide	0	88195002	Q2FZ02
SAOUHSC_02352	S. aureus NCTC8325	SAUPAN005402000	mnaA	CDS	SAOUHSC_02352		UDP-GlcNAc 2-epimerase	no	3919395	5.1.3.14	Cell structure	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	UDP-N-acetylglucosamine 2-epimerase	TIGR00236	529.4			Cytoplasmic	Intracellular	no predicted signal peptide	0	88196015	Q2G2F5
SAOUHSC_00889	S. aureus NCTC8325	SAUPAN003053000	mnhA	CDS	SAOUHSC_00889		monovalent cation/H+ antiporter subunit A	no	3921735		Metabolism	Transport and binding proteins	Cations and iron carrying compounds	monovalent cation:proton antiporter	TIGR00940	1436			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	21	88194646	Q2FZV1
SAOUHSC_00625	S. aureus NCTC8325	SAUPAN002493000	mnhA2	CDS	SAOUHSC_00625		monovalent cation/H+ antiporter subunit A	no	3920035		Metabolism	Transport and binding proteins	Cations and iron carrying compounds	monovalent cation:proton antiporter	TIGR00940	738.8			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	21	88194394	Q2G2U8
SAOUHSC_00888	S. aureus NCTC8325	SAUPAN003052000	mnhB	CDS	SAOUHSC_00888		monovalent cation/H+ antiporter subunit B	no	3921734		Metabolism	Transport and binding proteins	Cations and iron carrying compounds	monovalent cation:proton antiporter	TIGR00943	160.7			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	4	88194645	Q2FZV2
SAOUHSC_00626	S. aureus NCTC8325	SAUPAN002495000	mnhB2	CDS	SAOUHSC_00626		monovalent cation/H+ antiporter subunit B	no	3920036		Metabolism	Transport and binding proteins	Cations and iron carrying compounds	monovalent cation:proton antiporter	TIGR00943	103.6			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	4	88194395	Q2G214
SAOUHSC_00887	S. aureus NCTC8325	SAUPAN003051000	mnhC	CDS	SAOUHSC_00887		monovalent cation/H+ antiporter subunit C	no	3919234		Metabolism	Transport and binding proteins	Cations and iron carrying compounds	multicomponent Na+:H+ antiporter, MnhC subunit	TIGR00941	168.4			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	2	88194644	Q2FZV3
SAOUHSC_00627	S. aureus NCTC8325	SAUPAN002496000	mnhC2	CDS	SAOUHSC_00627		monovalent cation/H+ antiporter subunit C	no	3920037		Metabolism	Transport and binding proteins	Cations and iron carrying compounds	multicomponent Na+:H+ antiporter, MnhC subunit	TIGR00941	99.1			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	3	88194396	Q2G213
SAOUHSC_00886	S. aureus NCTC8325	SAUPAN003050000	mnhD	CDS	SAOUHSC_00886		monovalent cation/H+ antiporter subunit D	no	3919233	1.6.5.3	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	multicomponent K+:H+antiporter	TIGR00944	765.1			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	14	88194643	Q2G2H7
SAOUHSC_00628	S. aureus NCTC8325	SAUPAN002497000	mnhD2	CDS	SAOUHSC_00628		monovalent cation/H+ antiporter subunit D	no	3920038		Metabolism	Transport and binding proteins	Cations and iron carrying compounds	multicomponent K+:H+antiporter	TIGR00944	364			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	14	88194397	Q2G212
SAOUHSC_00885	S. aureus NCTC8325	SAUPAN003049000	mnhE	CDS	SAOUHSC_00885		monovalent cation/H+ antiporter subunit E	no	3919232		Metabolism	Transport and binding proteins	Cations and iron carrying compounds	multicomponent Na+:H+ antiporter	TIGR00942	231.1			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	4	88194642	Q2G2H8
SAOUHSC_00629	S. aureus NCTC8325	SAUPAN002498000	mnhE2	CDS	SAOUHSC_00629		monovalent cation/H+ antiporter subunit E	no	3920039		Metabolism	Transport and binding proteins	Cations and iron carrying compounds	multicomponent Na+:H+ antiporter	TIGR00942	79.2			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	3	88194398	Q2G210
SAOUHSC_00884	S. aureus NCTC8325	SAUPAN003048000	mnhF	CDS	SAOUHSC_00884		monovalent cation/H+ antiporter subunit F	no	3919231		Genetic information processing	Mobile and extrachromosomal element functions	Plasmid functions	entry exclusion protein TrbK	TIGR04361	9.9			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	3	88194641	Q2G2H6
SAOUHSC_00630.1	S. aureus NCTC8325	SAUPAN002500000	mnhF2	CDS	mnhF2	mrpF2	monovalent cation/H+ antiporter subunit F	unknown			Cellular processes	Cellular processes	Toxin production and resistance	circular bacteriocin, circularin A/uberolysin family	TIGR03651	5.2			Cytoplasmic Membrane		no predicted signal peptide	3	229891092	P0C948
SAOUHSC_00883	S. aureus NCTC8325	SAUPAN003047000	mnhG	CDS	SAOUHSC_00883		monovalent cation/H+ antiporter subunit G	no	3919230		Metabolism	Transport and binding proteins	Cations and iron carrying compounds	monovalent cation/proton antiporter, MnhG/PhaG subunit	TIGR01300	87.9			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	3	88194640	Q2G2H9
SAOUHSC_00632	S. aureus NCTC8325	SAUPAN002501000	mnhG2	CDS	SAOUHSC_00632		monovalent cation/H+ antiporter subunit G	no	3920041		Metabolism	Transport and binding proteins	Cations and iron carrying compounds	monovalent cation/proton antiporter, MnhG/PhaG subunit	TIGR01300	89.9			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	3	88194400	Q2G2E1
SAOUHSC_01726	S. aureus NCTC8325	SAUPAN004221000	mnmA	CDS	SAOUHSC_01726			yes	3921076	2.8.1.13	Genetic information processing	Protein synthesis	tRNA and rRNA base modification	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	TIGR00420	453.3		SAOUHSC_02494	Cytoplasmic	Intracellular	no predicted signal peptide	0		Q2FXV6
SAOUHSC_00637	S. aureus NCTC8325	SAUPAN002509000	mntA	CDS	SAOUHSC_00637		hypothetical protein	no	3920045		Metabolism	Transport and binding proteins	Unknown substrate	anchored repeat-type ABC transporter, ATP-binding subunit	TIGR03771	174		"SAOUHSC_00336; SAOUHSC_00679"	Cytoplasmic Membrane	Intracellular	no predicted signal peptide	0	88194404	Q2G2L2
SAOUHSC_00636	S. aureus NCTC8325	SAUPAN002508000	mntB	CDS	SAOUHSC_00636		iron (chelated) ABC transporter permease	no	3920044		Metabolism	Transport and binding proteins	Unknown substrate	anchored repeat-type ABC transporter, permease subunit	TIGR03770	182.1			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	8	88194403	Q2G2D9
